원천ID,게시글ID,제목,작성일,작성자,자료성격,키워드,B2B활용메모,원문URL,원문파일,스토리카드,본문문단수,이미지참조수,삽입게시물수,상태
EPR-CAFE-24586,24586,고전적인 마케팅 방법,2024-05-08,주는사란,마케팅 사례 분석,커뮤니티·신뢰·광고,댓글 등을 활용하는 기존 마케팅 방식의 분석. 실제 본인 실행·성과로 단정하거나 기만 방식을 권장하는 근거로 쓰지 않는다.,https://cafe.naver.com/ranschool/24586,카페원문/24586.md,스토리카드/24586.md,7,2,0,카페 HTML·텍스트 보관
EPR-CAFE-24564,24564,초보자가 SNS로 돈벌기 가장 쉬운 타이밍,2024-05-07,주는사란,매체에 대한 의견,SNS·시기·노출,당시 플랫폼 환경에서 본 진입 기회. 현재 알고리즘이나 누구나 얻을 성과로 확정하지 않는다.,https://cafe.naver.com/ranschool/24564,카페원문/24564.md,스토리카드/24564.md,17,2,0,카페 HTML·텍스트 보관
EPR-CAFE-24509,24509,부업 시작,2024-05-05,주는사란,실행 계획,일정·프로젝트·목표,부업 프로젝트의 기간과 계획. 실행 완료와 결과를 별도로 확인한다.,https://cafe.naver.com/ranschool/24509,카페원문/24509.md,스토리카드/24509.md,5,3,0,카페 HTML·텍스트 보관
EPR-CAFE-24406,24406,검이불루 화이불치,2024-05-01,주는사란,개인 성찰,관계·비판·가치관,지지와 비판을 받아들이는 태도. 고객관계 논의에 사용할 때 실제 사건과 해석을 구분한다.,https://cafe.naver.com/ranschool/24406,카페원문/24406.md,스토리카드/24406.md,12,1,0,카페 HTML·텍스트 보관
EPR-CAFE-24348,24348,아무 것도 하기 싫은날,2024-04-29,주는사란,일상 경험·의견,루틴·실행·지속,하기 싫은 날의 최소 행동을 고민한 기록. 일관된 업무 수행을 설명하는 개인 배경으로 사용한다.,https://cafe.naver.com/ranschool/24348,카페원문/24348.md,스토리카드/24348.md,7,1,0,카페 HTML·텍스트 보관
EPR-CAFE-24284,24284,하루 평가표,2024-04-27,주는사란,운영 기록,회고·참여·실행,하루 평가와 블로그데이 참여 기록. 신청자 수와 실제 참석자 수를 구분한다.,https://cafe.naver.com/ranschool/24284,카페원문/24284.md,스토리카드/24284.md,18,9,0,카페 HTML·텍스트 보관
EPR-CAFE-24194,24194,아파요,2024-04-25,주는사란,일상 경험,진단·원인·기대,통증에 대한 본인 경험을 통한 생각. 진단의 비유로만 다루고 치료법의 근거로 사용하지 않는다.,https://cafe.naver.com/ranschool/24194,카페원문/24194.md,스토리카드/24194.md,4,1,0,카페 HTML·텍스트 보관
EPR-CAFE-24172,24172,1등,2024-04-24,주는사란,제작 근황,콘텐츠·피드백,유튜브 대본과 반응에 대한 기록. 화면 지표를 매출이나 고객사 효과로 바꾸지 않는다.,https://cafe.naver.com/ranschool/24172,카페원문/24172.md,스토리카드/24172.md,9,2,1,카페 HTML 보관; 외부 삽입물은 메타데이터 기준
EPR-CAFE-24167,24167,날씨가 참,2024-04-24,주는사란,일상 성찰,감정·관점,날씨를 보며 떠올린 개인 생각. 직접적인 대행 실적 근거보다 개인 목소리를 이해하는 자료다.,https://cafe.naver.com/ranschool/24167,카페원문/24167.md,스토리카드/24167.md,3,1,0,카페 HTML·텍스트 보관
EPR-CAFE-24160,24160,이번주 금요일에 하는 블로그데이에서는요.,2024-04-24,주는사란,교육 운영,작업분해·글쓰기·교육,글쓰기를 단계로 나누어 가르치려는 구성. 대행 작업을 설명 가능하게 만드는 관점으로 참고한다.,https://cafe.naver.com/ranschool/24160,카페원문/24160.md,스토리카드/24160.md,15,8,0,카페 HTML·텍스트 보관
EPR-CAFE-23990,23990,쫄지마세요. 제발,2024-04-19,주는사란,직접 경험·의견,사업경험·성장·비교,오랜 사업 경험을 바탕으로 초반 수준과 발전 속도를 구분하는 관점. 경력 자체를 모든 업종의 성공 보증으로 쓰지 않는다.,https://cafe.naver.com/ranschool/23990,카페원문/23990.md,스토리카드/23990.md,23,10,0,카페 HTML·텍스트 보관
EPR-CAFE-23887,23887,마케팅 실력이 늘려면?,2024-04-17,주는사란,방법론,마케팅학습·수정·피드백,남과의 비교보다 자기 작업을 개선하는 관점. 대본·기획의 반복 개선을 설명하는 자료다.,https://cafe.naver.com/ranschool/23887,카페원문/23887.md,스토리카드/23887.md,39,3,1,카페 HTML 보관; 외부 삽입물은 메타데이터 기준
EPR-CAFE-23779,23779,내가 만약 직장인이라면,2024-04-14,주는사란,채용 경험·가정,채용·가치제안·관계,채용을 경험한 입장에서 직장인에게 제안하는 관점. 가정 속 행동을 실제 이력으로 쓰지 않는다.,https://cafe.naver.com/ranschool/23779,카페원문/23779.md,스토리카드/23779.md,50,3,0,카페 HTML·텍스트 보관
EPR-CAFE-23628,23628,연예인이 갑자기 나락가는 '마케팅적' 이유,2024-04-10,주는사란,현상 해석,타깃·노출·평판,콘텐츠가 맞지 않는 사람에게 닿을 때 생기는 반응에 대한 해석. 특정 유명인의 실제 원인을 입증하는 자료는 아니다.,https://cafe.naver.com/ranschool/23628,카페원문/23628.md,스토리카드/23628.md,18,2,0,카페 HTML·텍스트 보관
EPR-CAFE-23598,23598,"문의 받기 위해, 블로그 글 퀄리티보다 더 중요한 것",2024-04-09,주는사란,경험·방법론,노출·클릭·전환,글의 완성도와 별도로 고객이 발견하고 선택하고 행동하는 흐름을 본다. 단계별 병목을 설명할 때 활용한다.,https://cafe.naver.com/ranschool/23598,카페원문/23598.md,스토리카드/23598.md,51,8,0,카페 HTML·텍스트 보관
EPR-CAFE-23576,23576,초등학생에게 블로그 글쓰기를 가르쳐야한다면?,2024-04-09,주는사란,교육 가정,글쓰기·단순화·교육,초등학생에게 가르친다는 가정으로 작업을 단순화한 설명. 실제 수업 운영 사건으로 바꾸지 않는다.,https://cafe.naver.com/ranschool/23576,카페원문/23576.md,스토리카드/23576.md,6,4,0,카페 HTML·텍스트 보관
EPR-CAFE-23548,23548,주는사란에게 무료로 컨설팅 받는 법,2024-04-08,주는사란,질문 안내,진단·질문·정보,질문의 구체성이 답변의 구체성에 영향을 준다는 관점. 고객 상담 전 필요한 정보를 받는 이유로 활용한다.,https://cafe.naver.com/ranschool/23548,카페원문/23548.md,스토리카드/23548.md,5,0,0,카페 HTML·텍스트 보관
EPR-CAFE-23463,23463,나는 유튜버지만 유튜브를 보지 않는다.,2024-04-06,주는사란,직접 경험·의견,정보소비·기록·콘텐츠,유튜브를 만드는 사람으로서 정보를 소비하는 태도. 관찰을 기획에 쓰는 본인 습관의 자료다.,https://cafe.naver.com/ranschool/23463,카페원문/23463.md,스토리카드/23463.md,16,0,0,카페 HTML·텍스트 보관
EPR-CAFE-23424,23424,"설득하는 글쓰기, 후킹하려다가 훅 가는 경우",2024-04-05,주는사란,직접 경험·분석,후킹·설득·표현,본인의 과한 후킹을 돌아본 이야기와 표현 사례. 주목시키는 것과 납득시키는 것을 구분할 때 활용한다.,https://cafe.naver.com/ranschool/23424,카페원문/23424.md,스토리카드/23424.md,18,3,0,카페 HTML·텍스트 보관
EPR-CAFE-23406,23406,내가 존경하는 멍청이 (2탄),2024-04-04,주는사란,타인·본인 경험,실행·광고·학습,동생의 일과 본인의 유료 광고 경험이 함께 있는 글. 각 화자와 투입 금액을 분리해 사용한다.,https://cafe.naver.com/ranschool/23406,카페원문/23406.md,스토리카드/23406.md,38,8,1,카페 HTML 보관; 외부 삽입물은 메타데이터 기준
EPR-CAFE-23356,23356,내가 존경하는 멍청이 (1탄),2024-04-03,주는사란,타인 사례,학습·집중·실행,동생의 공부 과정에 관한 사례. 이세란 자신의 공부 이력으로 바꾸지 않는다.,https://cafe.naver.com/ranschool/23356,카페원문/23356.md,스토리카드/23356.md,15,3,0,카페 HTML·텍스트 보관
EPR-CAFE-23336,23336,블로그 강의 개편 안내,2024-04-03,주는사란,강의 공지,교육설계·운영,강의 개편 과정의 기록. 변경 계획과 시행 결과는 구분한다.,https://cafe.naver.com/ranschool/23336,카페원문/23336.md,스토리카드/23336.md,4,2,0,카페 HTML·텍스트 보관
EPR-CAFE-23134,23134,'주는사란의 돈 버는 생각' 정주행 시리즈 (ver 24.03),2024-03-30,주는사란,자료 모음,색인·생각변화,기존 글을 묶은 목차 자료. 링크된 사건을 이 글의 새로운 사건으로 중복 집계하지 않는다.,https://cafe.naver.com/ranschool/23134,카페원문/23134.md,스토리카드/23134.md,46,1,0,카페 HTML·텍스트 보관
EPR-CAFE-23049,23049,"블로그 마케팅 부업, 내 수입을 예측할 수 있는 방법",2024-03-28,주는사란,방법론·도구,측정·예측·데이터,자기 실행 데이터를 쌓아 수입을 가늠하려는 방법. 고정 수입 약속이 아니라 측정과 가정의 자료다.,https://cafe.naver.com/ranschool/23049,카페원문/23049.md,스토리카드/23049.md,29,5,0,카페 HTML·텍스트 보관
EPR-CAFE-23019,23019,제겐 꿈이 있습니다.,2024-03-27,주는사란,꿈·계획,팀·비전,함께 일하는 사람에 대한 바람과 미래 계획. 이미 달성한 조직 성과로 표현하지 않는다.,https://cafe.naver.com/ranschool/23019,카페원문/23019.md,스토리카드/23019.md,10,0,0,카페 HTML·텍스트 보관
EPR-CAFE-22953,22953,블로그데이 5자리 남았습니다!,2024-03-26,주는사란,행사 공지,교육운영·모집,블로그데이 모집 기록. 독립된 고객사 스토리가 없어도 원문 단위로 보존한다.,https://cafe.naver.com/ranschool/22953,카페원문/22953.md,스토리카드/22953.md,6,0,0,카페 HTML·텍스트 보관
EPR-CAFE-22770,22770,최근에 가장 행복했던 일 3가지,2024-03-23,주는사란,직접 경험,팀·관계·교육,최근 행복했던 세 가지 일의 기록. 타인의 행동과 본인의 감상을 구분해 팀 운영 배경으로 사용한다.,https://cafe.naver.com/ranschool/22770,카페원문/22770.md,스토리카드/22770.md,21,0,0,카페 HTML·텍스트 보관
EPR-CAFE-22555,22555,저 지금 기분 너무 좋아요.,2024-03-19,주는사란,수강생 사례·본인 반응,계약·실행·피드백,처음 계약이 취소된 수강생의 이후 소식. 다른 사람의 수주를 본인 실적으로 옮기지 않는다.,https://cafe.naver.com/ranschool/22555,카페원문/22555.md,스토리카드/22555.md,18,14,0,카페 HTML·텍스트 보관
EPR-CAFE-22506,22506,헤어지는 법,2024-03-18,주는사란,직접 경험,팀·이별·역할,함께 일한 팀원과 헤어지는 기록. 대행 고객 이탈 사건으로 바꾸지 않는다.,https://cafe.naver.com/ranschool/22506,카페원문/22506.md,스토리카드/22506.md,16,0,0,카페 HTML·텍스트 보관
EPR-CAFE-22339,22339,곧 '블로그데이' 가 찾아옵니다.,2024-03-15,주는사란,교육 운영,글쓰기·작업시간·실행,블로그를 쓰는 장애물을 줄이려는 행사 구성. 품질과 작업 시간 사이에서 실행을 돕는 관점이다.,https://cafe.naver.com/ranschool/22339,카페원문/22339.md,스토리카드/22339.md,92,6,0,카페 HTML·텍스트 보관
EPR-CAFE-22182,22182,블로그가 쓰기 싫어졌다는건,2024-03-12,주는사란,직접 경험·성찰,콘텐츠·정체성·완성도,자신과 맞지 않는 과거 영상과 제작 부담을 돌아본 기록. 자기 목소리를 유지하는 기획에 참고한다.,https://cafe.naver.com/ranschool/22182,카페원문/22182.md,스토리카드/22182.md,18,1,0,카페 HTML·텍스트 보관
EPR-CAFE-22100,22100,영업을 많이 해도 계약이 안될 때,2024-03-11,주는사란,방법론,영업·전환·피드백,영업량을 늘리기 전에 계약이 안 되는 이유를 확인하는 관점. 설문과 피드백을 통한 진단 자료로 활용한다.,https://cafe.naver.com/ranschool/22100,카페원문/22100.md,스토리카드/22100.md,41,2,0,카페 HTML·텍스트 보관
EPR-CAFE-21947,21947,"블로그 연습, 돈 받으면서 하는 방법",2024-03-08,주는사란,방법 제안,훈련·글쓰기·수익화,돈을 받으며 글쓰기를 연습하는 방법 제안. 제안된 활동을 본인의 실제 수주 경험으로 사용하지 않는다.,https://cafe.naver.com/ranschool/21947,카페원문/21947.md,스토리카드/21947.md,47,13,0,카페 HTML·텍스트 보관
EPR-CAFE-21522,21522,내가 만약 파티룸을 한다면,2024-02-29,주는사란,가정 사업 설계,파티룸·고객·마케팅,파티룸을 한다면 어떻게 할지 생각한 가정. 실제 파티룸 운영 이력으로 바꾸지 않는다.,https://cafe.naver.com/ranschool/21522,카페원문/21522.md,스토리카드/21522.md,27,17,0,카페 HTML·텍스트 보관
EPR-CAFE-21444,21444,5주간의 블로그 오프라인 강의 후기,2024-02-28,주는사란,교육 경험,루틴·교육·실행,5주 오프라인 강의 뒤 본 실행 지원의 필요. 일·주·월 단위 운영을 설명하는 참고 자료다.,https://cafe.naver.com/ranschool/21444,카페원문/21444.md,스토리카드/21444.md,45,13,0,카페 HTML·텍스트 보관
EPR-CAFE-21041,21041,생일선물 주세요.,2024-02-20,주는사란,개인 일상,관계·관찰,생일과 일상 관찰 기록. 제목이나 짧은 장면에서 임의로 고객 성과를 도출하지 않는다.,https://cafe.naver.com/ranschool/21041,카페원문/21041.md,스토리카드/21041.md,9,3,0,카페 HTML·텍스트 보관
EPR-CAFE-20821,20821,마케팅 퀴즈 1탄,2024-02-16,주는사란,관찰·추론,고객동선·업종·관찰,컴퓨터 수리와 청소업 등의 관찰에서 마케팅을 추론한 퀴즈. 추측을 당사자에게 확인된 경영 전략으로 바꾸지 않는다.,https://cafe.naver.com/ranschool/20821,카페원문/20821.md,스토리카드/20821.md,24,2,0,카페 HTML·텍스트 보관
EPR-CAFE-20705,20705,글쓰기로 돈 벌 수 있는 아이템 (블로그 아님),2024-02-15,주는사란,사업 아이디어,글쓰기·고객문제·상품기획,프러포즈 글 등 글쓰기 수요에서 만든 아이디어. 실제 출시하거나 매출을 낸 사업으로 쓰지 않는다.,https://cafe.naver.com/ranschool/20705,카페원문/20705.md,스토리카드/20705.md,20,3,0,카페 HTML·텍스트 보관
EPR-CAFE-20479,20479,누워서 몸값 높이는 방법,2024-02-12,주는사란,의견·방법론,시간가치·외주·단가,시간과 몸값에 대한 생각. 고객에게 제공하는 가치와 작업 분담을 논의할 때 참고한다.,https://cafe.naver.com/ranschool/20479,카페원문/20479.md,스토리카드/20479.md,28,6,0,카페 HTML·텍스트 보관
EPR-CAFE-20383,20383,주는사란이 직접 보여주는 마케팅,2024-02-10,주는사란,직접 경험·방법론,유튜브·카페·목표,채널에서 카페로 이어지는 목적과 지표에 관한 설명. 구독자나 조회수와 사업 목적을 구분할 때 활용한다.,https://cafe.naver.com/ranschool/20383,카페원문/20383.md,스토리카드/20383.md,34,9,0,카페 HTML·텍스트 보관
EPR-CAFE-20234,20234,마케팅 부업으로 10만원 벌고 있는 사람의 실체,2024-02-08,주는사란,가정·수강생 사례,영업·실행·초기성과,A/B 가정과 실제 수강생의 초기 영업 경험을 구분한다. 작은 수입을 능력과 실행의 데이터로 해석하는 자료다.,https://cafe.naver.com/ranschool/20234,카페원문/20234.md,스토리카드/20234.md,33,5,0,카페 HTML·텍스트 보관
EPR-CAFE-20038,20038,마케팅 부업으로 월 500 넘으려면 해야하는 아침루틴,2024-02-06,주는사란,루틴 제안,뉴스·콘텐츠·관찰,뉴스 제목 등을 콘텐츠 관찰에 활용하는 방법. 제목의 월 수입을 루틴의 보장 결과로 쓰지 않는다.,https://cafe.naver.com/ranschool/20038,카페원문/20038.md,스토리카드/20038.md,33,8,0,카페 HTML·텍스트 보관
EPR-CAFE-19672,19672,.,2024-02-01,주는사란,개인 성찰,노력·전달·감정,노력과 마음이 상대에게 닿지 않을 때의 속상함을 어릴 적 어머니와의 대화로 돌아본 글. 사업 실패나 특정 고객과의 분쟁으로 추정하지 않는다.,https://cafe.naver.com/ranschool/19672,카페원문/19672.md,스토리카드/19672.md,18,0,0,카페 HTML·텍스트 보관
EPR-CAFE-19541,19541,"강사 10년차가 말하는, 결국 수익 내는 사람들의 특징",2024-01-31,주는사란,교육 경험·의견,실행·피드백·교육,강의를 들은 뒤 실제 연습하는 태도에 대한 관찰. 수강생 전체의 인과관계를 입증하는 통계로 쓰지 않는다.,https://cafe.naver.com/ranschool/19541,카페원문/19541.md,스토리카드/19541.md,53,6,0,카페 HTML·텍스트 보관
EPR-CAFE-18961,18961,전 재산을 투자해서라도 사고 싶은 것,2024-01-23,주는사란,일상 관찰·의견,습관·소비·선택,호두과자 구매 등의 일상에서 떠올린 생각. 실제 투자 이력이나 확정된 사업 기회로 바꾸지 않는다.,https://cafe.naver.com/ranschool/18961,카페원문/18961.md,스토리카드/18961.md,18,4,0,카페 HTML·텍스트 보관
EPR-CAFE-18743,18743,목표를 이루기 전에 알았으면 좋았을 것들,2024-01-20,주는사란,직접 경험,음식점·매출·시간,음식점 매출 목표를 이루어도 여행과 시간의 자유가 따르지 않았던 경험. 매출·이익·대표의 시간은 분리해서 본다.,https://cafe.naver.com/ranschool/18743,카페원문/18743.md,스토리카드/18743.md,11,0,0,카페 HTML·텍스트 보관
EPR-CAFE-18672,18672,내가 만약 PT 트레이너를 한다면,2024-01-19,주는사란,가정 사업 설계,PT·고객·서비스,PT 트레이너라면 어떻게 할지 설계한 글. 실제 PT 사업을 운영했다는 이야기로 바꾸지 않는다.,https://cafe.naver.com/ranschool/18672,카페원문/18672.md,스토리카드/18672.md,36,11,0,카페 HTML·텍스트 보관
EPR-CAFE-18037,18037,하루에 부자는 XX명씩 늘고 있다.,2024-01-12,주는사란,외부 자료 해석,부·통계·목표,당시 외부 보고서를 읽은 생각. 개인 경험이 아니며 숫자는 발표 시점과 출처를 재확인해야 한다.,https://cafe.naver.com/ranschool/18037,카페원문/18037.md,스토리카드/18037.md,30,5,0,카페 HTML·텍스트 보관
EPR-CAFE-17927,17927,부업을 실패하는 사람들이 하는 부업,2024-01-11,주는사란,의견,사업선택·실행,부업을 선택하고 실행하는 방식에 대한 자료. 현재 B2B 강의에서는 고객 문제와 실행 과제를 고르는 관점만 검토한다.,https://cafe.naver.com/ranschool/17927,카페원문/17927.md,스토리카드/17927.md,19,4,0,카페 HTML·텍스트 보관
EPR-CAFE-17677,17677,해야하는 일을 몰라서 돈 못 버는 건데요?,2024-01-09,주는사란,방법론,목표·과제·실행,막연한 목표를 구체적 할 일로 바꾸는 관점. 고객사 계획을 실제 작업으로 정의할 때 참고한다.,https://cafe.naver.com/ranschool/17677,카페원문/17677.md,스토리카드/17677.md,37,3,1,카페 HTML 보관; 외부 삽입물은 메타데이터 기준
EPR-CAFE-17492,17492,"의지력 있어도, 새해목표 실패하는 이유",2024-01-07,주는사란,직접 경험·성찰,믿음·목표·실행,다른 유튜버를 본 감정과 행동의 관계. 의지만 강조하지 않고 실행을 방해하는 생각을 돌아본 기록이다.,https://cafe.naver.com/ranschool/17492,카페원문/17492.md,스토리카드/17492.md,53,4,0,카페 HTML·텍스트 보관
EPR-CAFE-17205,17205,중수에서 고수가 되는 가장 빠른 방법,2024-01-04,주는사란,학원 경험·방법론,가르침·학습·조직,학생이 다른 학생에게 설명하는 구조에서 본 학습. 대행사의 지식 공유와 작업 설명에 적용 가능한 해석이다.,https://cafe.naver.com/ranschool/17205,카페원문/17205.md,스토리카드/17205.md,35,2,0,카페 HTML·텍스트 보관
EPR-CAFE-16109,16109,성인이 되면 친구 만들기 힘든 이유,2023-12-18,주는사란,개인 경험·커뮤니티,관계·모임,성인이 된 후 관계를 만들기 위한 모임의 의미. 고객 획득 성과보다 관계 형성 배경으로 활용한다.,https://cafe.naver.com/ranschool/16109,카페원문/16109.md,스토리카드/16109.md,24,8,0,카페 HTML·텍스트 보관
EPR-CAFE-15434,15434,그게 뭐 대단한 일이라고,2023-12-05,주는사란,외부 일화·의견,실행·평가,콜럼버스의 달걀 같은 비유를 통한 실행의 가치. 본인의 실제 사건이나 검증된 역사 근거로 단정하지 않는다.,https://cafe.naver.com/ranschool/15434,카페원문/15434.md,스토리카드/15434.md,11,3,0,카페 HTML·텍스트 보관
EPR-CAFE-14788,14788,하다가 포기하지 않으려면,2023-11-22,주는사란,의견·외부 개념,성장·지속·단계,중간에 포기하지 않도록 성장 단계를 보는 생각. 인용 연구나 용어는 사실 근거로 쓰기 전 출처를 확인한다.,https://cafe.naver.com/ranschool/14788,카페원문/14788.md,스토리카드/14788.md,8,2,0,카페 HTML·텍스트 보관
EPR-CAFE-14748,14748,많이 하기 vs 오래 하기,2023-11-21,주는사란,개인·외부 사례,반복·학습·기간,많이 하는 것과 오래 하는 것의 비교. 건강 관련 수치와 외부 수업 사례는 사업 성과의 증거로 바꾸지 않는다.,https://cafe.naver.com/ranschool/14748,카페원문/14748.md,스토리카드/14748.md,18,0,0,카페 HTML·텍스트 보관
EPR-CAFE-12849,12849,3시간 만에 마케팅 대행 계약 따내는 법,2023-10-20,주는사란,영업 방법론,상담·계약·제안,짧은 시간에 대행 제안을 구성하는 방식. 제목의 시간을 모든 계약에 대한 보장으로 사용하지 않는다.,https://cafe.naver.com/ranschool/12849,카페원문/12849.md,스토리카드/12849.md,55,10,0,카페 HTML·텍스트 보관
EPR-CAFE-12285,12285,부업 성공 확률 높이는 법,2023-10-09,주는사란,비유·방법론,실험·오답·학습,시도에서 틀린 부분을 기록하고 개선하는 관점. 성공 확률은 실측 통계가 아닌 비유·설명과 구분한다.,https://cafe.naver.com/ranschool/12285,카페원문/12285.md,스토리카드/12285.md,18,3,0,카페 HTML·텍스트 보관
EPR-CAFE-12228,12228,주는사란 유튜브 10만 기념 선언하기,2023-10-08,주는사란,직접 경험·향후 계획,채널성장·팀·비전,유튜브 10만 기념과 함께 일한 사람들에 대한 기록. 고객 수와 채용 등 향후 목표를 달성 실적으로 쓰지 않는다.,https://cafe.naver.com/ranschool/12228,카페원문/12228.md,스토리카드/12228.md,35,2,0,카페 HTML·텍스트 보관
EPR-CAFE-12148,12148,"""해야지"" 병에 걸린 분들에게",2023-10-06,주는사란,직접 경험·방법론,실행지연·과제분해,강의 개편을 미루는 문제를 학원에서 쓰던 학습 방법과 연결한 글. 생각을 실제 과제로 바꾸는 사례다.,https://cafe.naver.com/ranschool/12148,카페원문/12148.md,스토리카드/12148.md,18,8,0,카페 HTML·텍스트 보관
EPR-CAFE-9911,9911,"부업스파르타반, 중도 포기자 발생? 6일만에 첫 문의 받은 사례?",2023-08-24,주는사란,교육 운영·수강생 사례,실행지원·문의·지속,프로그램 중도 포기와 빠른 문의 사례를 함께 보존한다. 성공 사례만 떼어 누구에게나 같은 결과가 난다고 쓰지 않는다.,https://cafe.naver.com/ranschool/9911,카페원문/9911.md,스토리카드/9911.md,38,21,1,카페 HTML 보관; 외부 삽입물은 메타데이터 기준
EPR-CAFE-8351,8351,고마움을 표현하는 방법에 대하여 (쑥쓰러워 하는 사람),2023-08-08,주는사란,직접 경험,감사·관계·교육,구독자와 수강생을 만난 뒤 감사를 표현한 기록. 거래 이전의 관계와 소통을 설명할 때 참고한다.,https://cafe.naver.com/ranschool/8351,카페원문/8351.md,스토리카드/8351.md,41,3,0,카페 HTML·텍스트 보관
EPR-CAFE-7484,7484,"(0편) 주는사란이 했던 일, 하는 일, 파는 것 총정리",2023-07-23,주는사란,경력 총정리,사업이력·대행·채널,학원·음식점·대행 등 여러 일을 정리한 자전적 원천. 개별 사업의 기간·중단 여부·매출을 분리해 읽는다.,https://cafe.naver.com/ranschool/7484,카페원문/7484.md,스토리카드/7484.md,77,17,0,카페 HTML·텍스트 보관
EPR-CAFE-7089,7089,"0원에서 300만원 30일 챌린지, 20일차 성과 공유",2023-07-06,주는사란,진행 중 도전,사업선택·실행·문의,30일 도전의 20일차 기록. 최종 결과가 아닌 중간 단계임을 유지한다.,https://cafe.naver.com/ranschool/7089,카페원문/7089.md,스토리카드/7089.md,32,2,1,카페 HTML 보관; 외부 삽입물은 메타데이터 기준
EPR-CAFE-6928,6928,요즘 저 이렇게 살아요,2023-06-29,주는사란,운영 근황,대행계약·콘텐츠·업무량,유튜버 마케팅 계약 등 늘어난 업무의 근황. 구체적 성과는 원문에 있는 범위만 사용한다.,https://cafe.naver.com/ranschool/6928,카페원문/6928.md,스토리카드/6928.md,9,0,1,카페 HTML 보관; 외부 삽입물은 메타데이터 기준
EPR-CAFE-6750,6750,망한 유튜브 살리는 2가지 방법 (쇼츠 시작 1주일 성과 공유),2023-06-22,주는사란,채널 운영·방법론,쇼츠·롱폼·퍼널,짧은 영상과 긴 영상의 역할 및 사업 목적을 검토하는 자료. 당시 1주 성과를 보편적 알고리즘 공식으로 쓰지 않는다.,https://cafe.naver.com/ranschool/6750,카페원문/6750.md,스토리카드/6750.md,30,5,1,카페 HTML 보관; 외부 삽입물은 메타데이터 기준
EPR-CAFE-6360,6360,내가 부자가 될 확률 계산해보는 법,2023-06-12,주는사란,외부 사례·해석,사업구조·공급·기회,다른 기업의 공급 구조와 기회에 대한 이야기. 타인의 사업 구조를 본인의 소유나 매출로 바꾸지 않는다.,https://cafe.naver.com/ranschool/6360,카페원문/6360.md,스토리카드/6360.md,47,0,0,카페 HTML·텍스트 보관
EPR-CAFE-6138,6138,답답해서 잠이 안옴,2023-06-08,주는사란,진행 중 고민,채널기획·아이디어,새 채널을 준비하며 생긴 생각과 답답함. 아직 실행하지 않은 아이디어를 결과로 쓰지 않는다.,https://cafe.naver.com/ranschool/6138,카페원문/6138.md,스토리카드/6138.md,4,0,0,카페 HTML·텍스트 보관
EPR-CAFE-6013,6013,"792만원 나눔 이벤트 후기, 그리고 이건 마지막 선물",2023-06-04,주는사란,행사 후기,나눔·교육·관계,이벤트와 관계 형성의 후기. 행사 가치·표시 금액과 실제 이익을 구분한다.,https://cafe.naver.com/ranschool/6013,카페원문/6013.md,스토리카드/6013.md,33,2,0,카페 HTML·텍스트 보관
EPR-CAFE-5854,5854,여행하면서 일하는 사람의 현실 ㄷㄷ,2023-05-28,주는사란,직접 경험,여행·업무·자유,여행하면서 일할 때 실제로 시간이 잘게 나뉘는 경험. 사업의 시간 구조와 기대를 논의할 때 활용한다.,https://cafe.naver.com/ranschool/5854,카페원문/5854.md,스토리카드/5854.md,9,0,0,카페 HTML·텍스트 보관
EPR-CAFE-5770,5770,아니.. 다들 안 주무시고 뭐하세요??,2023-05-25,주는사란,개인 근황,여행·상담·일,여행 중 상담을 준비한 근황. 업무와 일상의 실제 장면으로 사용하고 결과는 덧붙이지 않는다.,https://cafe.naver.com/ranschool/5770,카페원문/5770.md,스토리카드/5770.md,3,2,0,카페 HTML·텍스트 보관
EPR-CAFE-5619,5619,(5편) ‘이것’으로 살도 빼고 부자도 되는 법 (feat. 운동 안해도 됨),2023-05-20,주는사란,의견·외부 주장,생각·글쓰기·설득,생각과 글쓰기의 역할을 논의하는 자료. 체중·연구 관련 주장은 건강 조언이나 검증된 인과로 사용하지 않는다.,https://cafe.naver.com/ranschool/5619,카페원문/5619.md,스토리카드/5619.md,24,1,0,카페 HTML·텍스트 보관
EPR-CAFE-5511,5511,그동안 감사했습니다.,2023-05-12,주는사란,교육 운영 성찰,교육·실행지원·고객가치,가르치는 내용만으로 행동이 따라오지 않는다는 고민. 서비스 제공 이후 실제 사용과 실행을 돕는 관점이다.,https://cafe.naver.com/ranschool/5511,카페원문/5511.md,스토리카드/5511.md,38,0,0,카페 HTML·텍스트 보관
EPR-CAFE-5417,5417,애매하게 성공하는 사람들의 특징,2023-05-08,주는사란,직접 경험·의견,성공경험·매체선택·진단,이미 성공한 블로그·유튜브 방식에 사고가 묶이는 문제. 고객 상황에 맞는 방법을 새로 보는 자료다.,https://cafe.naver.com/ranschool/5417,카페원문/5417.md,스토리카드/5417.md,15,0,0,카페 HTML·텍스트 보관
EPR-CAFE-5367,5367,4일간 책 안 읽은 사람의 최후,2023-05-05,주는사란,직접 경험·성찰,글쓰기·입력·제작,강의를 많이 촬영한 뒤 글이 안 써졌던 장면. 개인 경험이며 독서와 성과의 과학적 인과로 일반화하지 않는다.,https://cafe.naver.com/ranschool/5367,카페원문/5367.md,스토리카드/5367.md,3,0,0,카페 HTML·텍스트 보관
